8,11,14,23,24,34
1,10,12,18,20,21
1,10,12,18,20,4
1,10,12,18,21,4
1,10,12,20,21,4
1,10,18,20,21,4
1,12,18,20,21,4
10,12,18,20,21,4
5,6,9,11,25,30
5,6,9,11,25,33
5,6,9,11,30,33
5,6,9,25,30,33
5,6,11,25,30,33
5,9,11,25,30,33
6,9,11,25,30,33
3,5,9,12,13,15
3,5,9,12,13,16
3,5,9,12,15,16
3,5,9,13,15,16
3,5,12,13,15,16
3,9,12,13,15,16
5,9,12,13,15,16
6,10,20,27,30,36
6,10,20,27,30,14
6,10,20,27,36,14
6,10,20,30,36,14
6,10,27,30,36,14
6,20,27,30,36,14
10,20,27,30,36,14
1,3,6,15,25,26
1,3,6,15,25,19
1,3,6,15,26,19
1,3,6,25,26,19
1,3,15,25,26,19
1,6,15,25,26,19
3,6,15,25,26,19
3,7,25,28,31,35
3,7,25,28,31,12
3,7,25,28,35,12
3,7,25,31,35,12
3,7,28,31,35,12
3,25,28,31,35,12
7,25,28,31,35,12
3,13,15,26,27,33
3,13,15,26,27,14
3,13,15,26,33,14
3,13,15,27,33,14
3,13,26,27,33,14
3,15,26,27,33,14
13,15,26,27,33,14
5,22,25,28,29,34
5,22,25,28,29,27
5,22,25,28,34,27
5,22,25,29,34,27
5,22,28,29,34,27
5,25,28,29,34,27
22,25,28,29,34,27
1,5,7,20,21,35
1,5,7,20,21,15
1,5,7,20,35,15
1,5,7,21,35,15
1,5,20,21,35,15
1,7,20,21,35,15
5,7,20,21,35,15
4,6,9,16,23,30
4,6,9,16,23,36
4,6,9,16,30,36
4,6,9,23,30,36
4,6,16,23,30,36
4,9,16,23,30,36
6,9,16,23,30,36
8,14,16,26,35,36
8,14,16,26,35,6
8,14,16,26,36,6
8,14,16,35,36,6
8,14,26,35,36,6
8,16,26,35,36,6
14,16,26,35,36,6
10,11,12,16,20,34
10,11,12,16,20,30
10,11,12,16,34,30
10,11,12,20,34,30
10,11,16,20,34,30
10,12,16,20,34,30
11,12,16,20,34,30
12,14,15,25,32,36
12,14,15,25,32,11
12,14,15,25,36,11
12,14,15,32,36,11
12,14,25,32,36,11
12,15,25,32,36,11
14,15,25,32,36,11
9,14,16,20,32,34
9,14,16,20,32,29
9,14,16,20,34,29
9,14,16,32,34,29
9,14,20,32,34,29
9,16,20,32,34,29
14,16,20,32,34,29
5,8,14,25,26,35
5,8,14,25,26,21
5,8,14,25,35,21
5,8,14,26,35,21
5,8,25,26,35,21
5,14,25,26,35,21
8,14,25,26,35,21
12,15,20,23,30,35
12,15,20,23,30,14
12,15,20,23,35,14
12,15,20,30,35,14
12,15,23,30,35,14
12,20,23,30,35,14
15,20,23,30,35,14
8,19,25,28,31,34
8,19,25,28,31,6
8,19,25,28,34,6
8,19,25,31,34,6
8,19,28,31,34,6
8,25,28,31,34,6
19,25,28,31,34,6
6,7,13,15,16,28
6,7,13,15,16,1
6,7,13,15,28,1
